company_id,type,rule_id,text,confidence_pct
ICICIGI,pro,P11,"Profits are compounding faster than revenue, indicating improving operating leverage and scalability.",70.7
ICICIGI,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,64.0
ICICIGI,pro,P3,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,95.0
ICICIGI,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,62.0
ICICIGI,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,100.0
ICICIGI,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,95.0
ICICIPRULI,con,C_FALLBACK,"No major financial weakness was identified by the rule engine, although ongoing monitoring remains important.",65.0
ICICIPRULI,pro,P3,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,95.0
ICICIPRULI,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,100.0
ICICIPRULI,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,100.0
INDIGO,con,C8,"Debt-to-equity ratio has increased continuously for three years, indicating rising financial leverage.",85.0
INDIGO,pro,P11,"Profits are compounding faster than revenue, indicating improving operating leverage and scalability.",73.6
INDIGO,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,100.0
INDIGO,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,70.2
INDIGO,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,100.0
INDIGO,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value.,82.2
INDIGO,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,79.9
INDUSINDBK,con,C1,High leverage relative to equity can restrict future capital flexibility.,100.0
INDUSINDBK,con,C10,Return on capital employed below 10% indicates weak capital efficiency.,83.8
INDUSINDBK,con,C5,Two consecutive years of negative free cash flow point to weak cash generation.,80.0
INDUSINDBK,pro,P11,"Profits are compounding faster than revenue, indicating improving operating leverage and scalability.",72.8
INDUSINDBK,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,67.3
INDUSINDBK,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,94.2
INDUSINDBK,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value.,80.8
INFY,con,C_FALLBACK,"No major financial weakness was identified by the rule engine, although ongoing monitoring remains important.",65.0
INFY,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,88.8
INFY,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,100.0
INFY,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,100.0
IOC,con,C10,Return on capital employed below 10% indicates weak capital efficiency.,61.8
IOC,con,C3,Weak operating margins suggest limited pricing power and lower cash generation.,81.4
IOC,con,C4,Low revenue growth may indicate a lack of business momentum.,65.5
IOC,pro,P11,"Profits are compounding faster than revenue, indicating improving operating leverage and scalability.",90.4
IOC,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,100.0
IOC,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value.,83.2
IRCTC,con,C_FALLBACK,"No major financial weakness was identified by the rule engine, although ongoing monitoring remains important.",65.0
IRCTC,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,100.0
IRCTC,pro,P11,"Profits are compounding faster than revenue, indicating improving operating leverage and scalability.",80.0
IRCTC,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,63.5
IRCTC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,85.5
IRCTC,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value.,84.1
IRCTC,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,100.0
IRFC,con,C1,High leverage relative to equity can restrict future capital flexibility.,100.0
IRFC,con,C10,Return on capital employed below 10% indicates weak capital efficiency.,76.5
IRFC,con,C2,Low interest coverage indicates potential difficulty servicing debt if earnings fall.,76.8
IRFC,pro,P11,"Profits are compounding faster than revenue, indicating improving operating leverage and scalability.",80.3
IRFC,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,60.7
IRFC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,100.0
IRFC,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value.,83.4
ITC,con,C_FALLBACK,"No major financial weakness was identified by the rule engine, although ongoing monitoring remains important.",65.0
ITC,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,81.1
ITC,pro,P11,"Profits are compounding faster than revenue, indicating improving operating leverage and scalability.",71.8
ITC,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,100.0
ITC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,87.5
ITC,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,100.0
JINDALSTEL,con,C5,Two consecutive years of negative free cash flow point to weak cash generation.,80.0
JINDALSTEL,pro,P_FALLBACK,The company continues to operate with stable financial performance and remains suitable for ongoing monitoring.,65.0
JIOFIN,con,C10,Return on capital employed below 10% indicates weak capital efficiency.,95.5
JIOFIN,pro,P10,Return on equity improving for three consecutive years reflects strengthening business quality and capital efficiency.,77.3
JIOFIN,pro,P11,"Profits are compounding faster than revenue, indicating improving operating leverage and scalability.",100.0
JIOFIN,pro,P3,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,95.0
JIOFIN,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,100.0
JIOFIN,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,100.0
JIOFIN,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value.,100.0
JIOFIN,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,95.0
JSWENERGY,con,C10,Return on capital employed below 10% indicates weak capital efficiency.,63.4
JSWENERGY,con,C4,Low revenue growth may indicate a lack of business momentum.,72.9
JSWENERGY,con,C5,Two consecutive years of negative free cash flow point to weak cash generation.,80.0
JSWENERGY,pro,P11,"Profits are compounding faster than revenue, indicating improving operating leverage and scalability.",73.7
JSWENERGY,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,100.0
JSWSTEEL,con,C5,Two consecutive years of negative free cash flow point to weak cash generation.,80.0
JSWSTEEL,pro,P11,"Profits are compounding faster than revenue, indicating improving operating leverage and scalability.",78.1
JSWSTEEL,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value.,81.7
KOTAKBANK,con,C1,High leverage relative to equity can restrict future capital flexibility.,90.0
KOTAKBANK,con,C10,Return on capital employed below 10% indicates weak capital efficiency.,68.7
KOTAKBANK,con,C2,Low interest coverage indicates potential difficulty servicing debt if earnings fall.,78.3
KOTAKBANK,pro,P10,Return on equity improving for three consecutive years reflects strengthening business quality and capital efficiency.,83.0
KOTAKBANK,pro,P11,"Profits are compounding faster than revenue, indicating improving operating leverage and scalability.",74.8
KOTAKBANK,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,62.3
KOTAKBANK,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,100.0
KOTAKBANK,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value.,80.6
LICI,con,C3,Weak operating margins suggest limited pricing power and lower cash generation.,84.2
LICI,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,100.0
LICI,pro,P11,"Profits are compounding faster than revenue, indicating improving operating leverage and scalability.",100.0
LICI,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,100.0
LICI,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value.,100.0
LODHA,con,C5,Two consecutive years of negative free cash flow point to weak cash generation.,80.0
LODHA,pro,P10,Return on equity improving for three consecutive years reflects strengthening business quality and capital efficiency.,94.9
LODHA,pro,P11,"Profits are compounding faster than revenue, indicating improving operating leverage and scalability.",71.9
LODHA,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,78.7
LT,con,C8,"Debt-to-equity ratio has increased continuously for three years, indicating rising financial leverage.",85.0
LT,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,100.0
LT,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,100.0
LTIM,con,C8,"Debt-to-equity ratio has increased continuously for three years, indicating rising financial leverage.",85.0
LTIM,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,69.9
LTIM,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,73.4
LTIM,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,74.8
LTIM,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value.,80.6
LTIM,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,92.7
M&M,con,C5,Two consecutive years of negative free cash flow point to weak cash generation.,80.0
M&M,con,C8,"Debt-to-equity ratio has increased continuously for three years, indicating rising financial leverage.",85.0
M&M,pro,P11,"Profits are compounding faster than revenue, indicating improving operating leverage and scalability.",73.8
MARUTI,con,C_FALLBACK,"No major financial weakness was identified by the rule engine, although ongoing monitoring remains important.",65.0
MARUTI,pro,P11,"Profits are compounding faster than revenue, indicating improving operating leverage and scalability.",75.5
MARUTI,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,83.7
MARUTI,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,100.0
MOTHERSON,con,C3,Weak operating margins suggest limited pricing power and lower cash generation.,70.8
MOTHERSON,con,C8,"Debt-to-equity ratio has increased continuously for three years, indicating rising financial leverage.",85.0
MOTHERSON,pro,P10,Return on equity improving for three consecutive years reflects strengthening business quality and capital efficiency.,85.4
MOTHERSON,pro,P11,"Profits are compounding faster than revenue, indicating improving operating leverage and scalability.",75.7
MOTHERSON,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,71.5
NAUKRI,con,C10,Return on capital employed below 10% indicates weak capital efficiency.,92.9
NAUKRI,con,C5,Two consecutive years of negative free cash flow point to weak cash generation.,80.0
NAUKRI,pro,P11,"Profits are compounding faster than revenue, indicating improving operating leverage and scalability.",74.0
NAUKRI,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,63.0
NAUKRI,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,78.9
NAUKRI,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value.,80.3
NAUKRI,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,100.0
NESTLEIND,con,C_FALLBACK,"No major financial weakness was identified by the rule engine, although ongoing monitoring remains important.",65.0
NESTLEIND,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,100.0
NESTLEIND,pro,P11,"Profits are compounding faster than revenue, indicating improving operating leverage and scalability.",72.7
NESTLEIND,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,77.1
NESTLEIND,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,100.0
NHPC,con,C10,Return on capital employed below 10% indicates weak capital efficiency.,73.0
NHPC,con,C4,Low revenue growth may indicate a lack of business momentum.,68.6
NHPC,con,C8,"Debt-to-equity ratio has increased continuously for three years, indicating rising financial leverage.",85.0
NHPC,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,71.3
NHPC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,100.0
NTPC,con,C_FALLBACK,"No major financial weakness was identified by the rule engine, although ongoing monitoring remains important.",65.0
NTPC,pro,P10,Return on equity improving for three consecutive years reflects strengthening business quality and capital efficiency.,78.5
NTPC,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,100.0
NTPC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,78.8
ONGC,con,C_FALLBACK,"No major financial weakness was identified by the rule engine, although ongoing monitoring remains important.",65.0
ONGC,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,100.0
PFC,con,C1,High leverage relative to equity can restrict future capital flexibility.,100.0
PFC,con,C10,Return on capital employed below 10% indicates weak capital efficiency.,86.0
PFC,con,C2,Low interest coverage indicates potential difficulty servicing debt if earnings fall.,84.2
PFC,con,C5,Two consecutive years of negative free cash flow point to weak cash generation.,80.0
PFC,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,75.1
PFC,pro,P11,"Profits are compounding faster than revenue, indicating improving operating leverage and scalability.",71.3
PFC,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,62.7
PFC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,88.7
PIDILITIND,con,C_FALLBACK,"No major financial weakness was identified by the rule engine, although ongoing monitoring remains important.",65.0
PIDILITIND,pro,P10,Return on equity improving for three consecutive years reflects strengthening business quality and capital efficiency.,84.5
PIDILITIND,pro,P11,"Profits are compounding faster than revenue, indicating improving operating leverage and scalability.",72.1
PIDILITIND,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,100.0
PNB,con,C1,High leverage relative to equity can restrict future capital flexibility.,86.8
PNB,con,C5,Two consecutive years of negative free cash flow point to weak cash generation.,80.0
PNB,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,100.0
PNB,pro,P10,Return on equity improving for three consecutive years reflects strengthening business quality and capital efficiency.,100.0
POWERGRID,con,C_FALLBACK,"No major financial weakness was identified by the rule engine, although ongoing monitoring remains important.",65.0
POWERGRID,pro,P11,"Profits are compounding faster than revenue, indicating improving operating leverage and scalability.",70.3
POWERGRID,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,100.0
POWERGRID,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,100.0
RECLTD,con,C1,High leverage relative to equity can restrict future capital flexibility.,100.0
RECLTD,con,C10,Return on capital employed below 10% indicates weak capital efficiency.,63.5
RECLTD,con,C2,Low interest coverage indicates potential difficulty servicing debt if earnings fall.,74.1
RECLTD,con,C5,Two consecutive years of negative free cash flow point to weak cash generation.,80.0
RECLTD,pro,P11,"Profits are compounding faster than revenue, indicating improving operating leverage and scalability.",70.6
RECLTD,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,100.0
RELIANCE,con,C_FALLBACK,"No major financial weakness was identified by the rule engine, although ongoing monitoring remains important.",65.0
RELIANCE,pro,P11,"Profits are compounding faster than revenue, indicating improving operating leverage and scalability.",75.1
SBILIFE,con,C10,Return on capital employed below 10% indicates weak capital efficiency.,75.2
SBILIFE,con,C3,Weak operating margins suggest limited pricing power and lower cash generation.,88.5
SBILIFE,con,C5,Two consecutive years of negative free cash flow point to weak cash generation.,80.0
SBILIFE,pro,P3,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,95.0
SBILIFE,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,73.9
SBILIFE,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,95.0
SBIN,con,C2,Low interest coverage indicates potential difficulty servicing debt if earnings fall.,86.6
SBIN,con,C3,Weak operating margins suggest limited pricing power and lower cash generation.,100.0
SBIN,pro,P11,"Profits are compounding faster than revenue, indicating improving operating leverage and scalability.",73.6
SHREECEM,con,C_FALLBACK,"No major financial weakness was identified by the rule engine, although ongoing monitoring remains important.",65.0
SHREECEM,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,69.2
SHREECEM,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,82.3
SHRIRAMFIN,con,C1,High leverage relative to equity can restrict future capital flexibility.,89.7
SHRIRAMFIN,con,C10,Return on capital employed below 10% indicates weak capital efficiency.,82.5
SHRIRAMFIN,con,C2,Low interest coverage indicates potential difficulty servicing debt if earnings fall.,82.3
SHRIRAMFIN,con,C5,Two consecutive years of negative free cash flow point to weak cash generation.,80.0
SHRIRAMFIN,pro,P10,Return on equity improving for three consecutive years reflects strengthening business quality and capital efficiency.,83.4
SHRIRAMFIN,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,62.3
SHRIRAMFIN,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,79.4
SIEMENS,con,C4,Low revenue growth may indicate a lack of business momentum.,65.3
SIEMENS,pro,P10,Return on equity improving for three consecutive years reflects strengthening business quality and capital efficiency.,83.8
SIEMENS,pro,P11,"Profits are compounding faster than revenue, indicating improving operating leverage and scalability.",74.3
SIEMENS,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,100.0
SUNPHARMA,con,C_FALLBACK,"No major financial weakness was identified by the rule engine, although ongoing monitoring remains important.",65.0
SUNPHARMA,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,78.5
SUNPHARMA,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,100.0
TATACONSUM,con,C_FALLBACK,"No major financial weakness was identified by the rule engine, although ongoing monitoring remains important.",65.0
TATACONSUM,pro,P11,"Profits are compounding faster than revenue, indicating improving operating leverage and scalability.",72.7
TATACONSUM,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,62.8
TATAMOTORS,con,C_FALLBACK,"No major financial weakness was identified by the rule engine, although ongoing monitoring remains important.",65.0
TATAMOTORS,pro,P11,"Profits are compounding faster than revenue, indicating improving operating leverage and scalability.",73.2
TATAMOTORS,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,100.0
TATAPOWER,con,C_FALLBACK,"No major financial weakness was identified by the rule engine, although ongoing monitoring remains important.",65.0
TATAPOWER,pro,P11,"Profits are compounding faster than revenue, indicating improving operating leverage and scalability.",100.0
TATAPOWER,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value.,90.8
TATASTEEL,con,C4,Low revenue growth may indicate a lack of business momentum.,65.2
TATASTEEL,con,C8,"Debt-to-equity ratio has increased continuously for three years, indicating rising financial leverage.",85.0
TATASTEEL,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,100.0
TCS,con,C8,"Debt-to-equity ratio has increased continuously for three years, indicating rising financial leverage.",85.0
TCS,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,100.0
TCS,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,100.0
TCS,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,77.2
TCS,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,100.0
TECHM,con,C_FALLBACK,"No major financial weakness was identified by the rule engine, although ongoing monitoring remains important.",65.0
TECHM,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,98.2
TECHM,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,70.4
TECHM,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,89.5
TITAN,con,C1,High leverage relative to equity can restrict future capital flexibility.,72.2
TITAN,con,C3,Weak operating margins suggest limited pricing power and lower cash generation.,70.8
TITAN,con,C8,"Debt-to-equity ratio has increased continuously for three years, indicating rising financial leverage.",85.0
TITAN,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,93.9
TITAN,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,61.7
TORNTPHARM,con,C_FALLBACK,"No major financial weakness was identified by the rule engine, although ongoing monitoring remains important.",65.0
TORNTPHARM,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,68.0
TORNTPHARM,pro,P10,Return on equity improving for three consecutive years reflects strengthening business quality and capital efficiency.,84.5
TORNTPHARM,pro,P11,"Profits are compounding faster than revenue, indicating improving operating leverage and scalability.",71.3
TORNTPHARM,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,74.6
TORNTPHARM,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,83.6
TORNTPHARM,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,66.9
TRENT,con,C_FALLBACK,"No major financial weakness was identified by the rule engine, although ongoing monitoring remains important.",65.0
TRENT,pro,P10,Return on equity improving for three consecutive years reflects strengthening business quality and capital efficiency.,100.0
TRENT,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,63.4
TRENT,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,64.7
TRENT,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,73.8
TVSMOTOR,con,C5,Two consecutive years of negative free cash flow point to weak cash generation.,80.0
TVSMOTOR,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,75.1
TVSMOTOR,pro,P10,Return on equity improving for three consecutive years reflects strengthening business quality and capital efficiency.,81.4
TVSMOTOR,pro,P11,"Profits are compounding faster than revenue, indicating improving operating leverage and scalability.",75.9
TVSMOTOR,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,62.4
TVSMOTOR,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value.,81.3
